date,marketcap,price
5/1/2013,1542820000,139
5/2/2013,1292190000,116.38
5/3/2013,1180070000,106.25
5/4/2013,1089890000,98.1
5/5/2013,1254760000,112.9
5/6/2013,1289470000,115.98
5/7/2013,1248470000,112.25
5/8/2013,1219450000,109.6
5/9/2013,1259980000,113.2
5/10/2013,1255970000,112.8
5/11/2013,1311050000,117.7
5/12/2013,1288630000,115.64
5/13/2013,1279980000,114.82
5/14/2013,1315720000,117.98
5/15/2013,1242760000,111.4
5/16/2013,1274620000,114.22
5/17/2013,1319590000,118.21
5/18/2013,1379140000,123.5
5/19/2013,1376370000,123.21
5/20/2013,1368910000,122.5
5/21/2013,1363940000,122.02
5/22/2013,1374130000,122.89
5/23/2013,1384780000,123.8
5/24/2013,1413300000,126.3
5/25/2013,1489950000,133.1
5/26/2013,1478030000,131.99
5/27/2013,1495520000,133.5
5/28/2013,1454310000,129.77
5/29/2013,1446190000,129
5/30/2013,1483180000,132.25
5/31/2013,1445050000,128.8
6/1/2013,1445800000,128.81
6/2/2013,1451930000,129.3
6/3/2013,1376180000,122.5
6/4/2013,1357020000,120.74
6/5/2013,1365110000,121.4
6/6/2013,1371300000,121.9
6/7/2013,1338880000,118.97
6/8/2013,1249630000,111
6/9/2013,1215130000,107.89
6/10/2013,1131570000,100.44
6/11/2013,1198640000,106.35
6/12/2013,1229000000,109
6/13/2013,1227030000,108.78
6/14/2013,1173060000,103.95
6/15/2013,1128950000,100
6/16/2013,1127120000,99.8
6/17/2013,1128720000,99.9
6/18/2013,1152250000,101.95
6/19/2013,1210260000,107.05
6/20/2013,1224210000,108.25
6/21/2013,1259000000,111.29
6/22/2013,1239210000,109.5
6/23/2013,1224980000,108.2
6/24/2013,1222030000,107.9
6/25/2013,1156610000,102.09
6/26/2013,1171050000,103.33
6/27/2013,1179110000,104
6/28/2013,1153880000,101.74
6/29/2013,1074010000,94.66
6/30/2013,1078260000,95
7/1/2013,1107130000,97.51
7/2/2013,1000070000,88.05
7/3/2013,1027160000,90.41
7/4/2013,896693000,78.89
7/5/2013,909526000,79.99
7/6/2013,779255000,68.5
7/7/2013,782352000,68.75
7/8/2013,870912000,76.5
7/9/2013,865585000,76
7/10/2013,874138000,76.72
7/11/2013,1003090000,88
7/12/2013,1014640000,88.98
7/13/2013,1072140000,93.99
7/14/2013,1126260000,98.7
7/15/2013,1068520000,93.61
7/16/2013,1129260000,98.89
7/17/2013,1104760000,96.71
7/18/2013,1125660000,98.5
7/19/2013,1029670000,90.07
7/20/2013,1052140000,92
7/21/2013,1027640000,89.82
7/22/2013,1053000000,92
7/23/2013,1048820000,91.6
7/24/2013,1094490000,95.56
7/25/2013,1082800000,94.5
7/26/2013,1111160000,96.95
7/27/2013,1100900000,96.02
7/28/2013,1082750000,94.4
7/29/2013,1131340000,98.6
7/30/2013,1164940000,101.49
7/31/2013,1239630000,107.95
8/1/2013,1220190000,106.21
8/2/2013,1205070000,104.86
8/3/2013,1201490000,104.5
8/4/2013,1207100000,104.95
8/5/2013,1209520000,105.12
8/6/2013,1228440000,106.72
8/7/2013,1229100000,106.75
8/8/2013,1229100000,106.75
8/9/2013,1187920000,103.07
8/10/2013,1185310000,102.8
8/11/2013,1188150000,103
8/12/2013,1211790000,105
8/13/2013,1235340000,106.99
8/14/2013,1265450000,109.56
8/15/2013,1300660000,112.56
8/16/2013,1271470000,110
8/17/2013,1260350000,108.99
8/18/2013,1304320000,112.75
8/19/2013,1312160000,113.38
8/20/2013,1377730000,119
8/21/2013,1403890000,121.21
8/22/2013,1428700000,123.3
8/23/2013,1414290000,122
8/24/2013,1374420000,118.51
8/25/2013,1387640000,119.6
8/26/2013,1417200000,122.11
8/27/2013,1394010000,120.07
8/28/2013,1468960000,126.48
8/29/2013,1424680000,122.62
8/30/2013,1422120000,122.35
8/31/2013,1547640000,133.09
9/1/2013,1572230000,135.14
9/2/2013,1613600000,138.63
9/3/2013,1579180000,135.61
9/4/2013,1590550000,136.53
9/5/2013,1477250000,126.76
9/6/2013,1474670000,126.49
9/7/2013,1386610000,118.89
9/8/2013,1448180000,124.13
9/9/2013,1422180000,121.86
9/10/2013,1485960000,127.27
9/11/2013,1470450000,125.89
9/12/2013,1583960000,135.55
9/13/2013,1552880000,132.83
9/14/2013,1579050000,135.01
9/15/2013,1514140000,129.4
9/16/2013,1531820000,130.86
9/17/2013,1540880000,131.59
9/18/2013,1542870000,131.71
9/19/2013,1539430000,131.37
9/20/2013,1520470000,129.7
9/21/2013,1488870000,126.95
9/22/2013,1500260000,127.87
9/23/2013,1513940000,128.98
9/24/2013,1480210000,126.05
9/25/2013,1496510000,127.38
9/26/2013,1506920000,128.21
9/27/2013,1516020000,128.94
9/28/2013,1573400000,133.77
9/29/2013,1587290000,134.9
9/30/2013,1614350000,137.15
10/1/2013,1562270000,132.68
10/2/2013,1555470000,132.05
10/3/2013,1348700000,114.45
10/4/2013,1454900000,123.41
10/5/2013,1517020000,128.63
10/6/2013,1514540000,128.36
10/7/2013,1527760000,129.43
10/8/2013,1496500000,126.74
10/9/2013,1486510000,125.85
10/10/2013,1544020000,130.67
10/11/2013,1545600000,130.75
10/12/2013,1547970000,130.9
10/13/2013,1599430000,135.19
10/14/2013,1648470000,139.27
10/15/2013,1667100000,140.77
10/16/2013,1725840000,145.65
10/17/2013,1688200000,142.41
10/18/2013,1735750000,146.37
10/19/2013,1849630000,155.91
10/20/2013,2037440000,171.66
10/21/2013,2075580000,174.8
10/22/2013,2169750000,182.65
10/23/2013,2298160000,193.36
10/24/2013,2548230000,214.3
10/25/2013,2351780000,197.69
10/26/2013,2231070000,187.45
10/27/2013,2102730000,176.6
10/28/2013,2337100000,196.21
10/29/2013,2365840000,198.55
10/30/2013,2436240000,204.39
10/31/2013,2382870000,199.83
11/1/2013,2432470000,203.9
11/2/2013,2456330000,205.81
11/3/2013,2459520000,205.99
11/4/2013,2564070000,214.66
11/5/2013,2738980000,229.21
11/6/2013,2926100000,244.78
11/7/2013,3129190000,261.68
11/8/2013,3562790000,297.85
11/9/2013,4051120000,338.58
11/10/2013,4174930000,348.82
11/11/2013,3896130000,325.41
11/12/2013,4109060000,343.06
11/13/2013,4325400000,360.97
11/14/2013,4871600000,406.41
11/15/2013,5029340000,419.41
11/16/2013,5005530000,417.28
11/17/2013,5291730000,440.96
11/18/2013,5961500000,496.58
11/19/2013,8559550000,712.76
11/20/2013,6943300000,577.98
11/21/2013,7142030000,594.32
11/22/2013,8703970000,724.07
11/23/2013,9279850000,771.7
11/24/2013,9570990000,795.63
11/25/2013,9302270000,773.02
11/26/2013,9699360000,805.73
11/27/2013,11124900000,923.85
11/28/2013,12087000000,1003.38
11/29/2013,12557100000,1042.01
11/30/2013,13614700000,1129.37
12/1/2013,13614300000,1128.92
12/2/2013,11478300000,951.42
12/3/2013,12628300000,1046.4
12/4/2013,13010000000,1077.58
12/5/2013,13922300000,1152.73
12/6/2013,12593900000,1042.38
12/7/2013,10096600000,835.32
12/8/2013,8431860000,697.31
12/9/2013,9602480000,793.8
12/10/2013,10798200000,892.32
12/11/2013,11973700000,989.07
12/12/2013,10690600000,882.78
12/13/2013,10599700000,874.98
12/14/2013,10904900000,899.85
12/15/2013,10611600000,875.29
12/16/2013,10676600000,880.33
12/17/2013,8570390000,706.37
12/18/2013,8232040000,678.2
12/19/2013,6302970000,519.06
12/20/2013,8433870000,694.22
12/21/2013,7533740000,619.9
12/22/2013,7315940000,601.78
12/23/2013,7455670000,613.06
12/24/2013,8179730000,672.36
12/25/2013,8108930000,666.31
12/26/2013,8326270000,683.94
12/27/2013,9295570000,763.28
12/28/2013,8990850000,737.98
12/29/2013,8872600000,728.05
12/30/2013,9037000000,741.35
12/31/2013,9268240000,760.32
1/1/2014,9203030000,754.97
1/2/2014,9428180000,773.44
1/3/2014,9786680000,802.85
1/4/2014,10035600000,823.27
1/5/2014,10465700000,858.55
1/6/2014,11410400000,936.05
1/7/2014,11571400000,946.49
1/8/2014,9734800000,795.99
1/9/2014,10295100000,841.47
1/10/2014,10363300000,846.69
1/11/2014,10619900000,867.32
1/12/2014,11264800000,919.6
1/13/2014,10541500000,860.19
1/14/2014,10336500000,843.17
1/15/2014,10216700000,833.12
1/16/2014,10553800000,860.29
1/17/2014,10241200000,834.49
1/18/2014,10018200000,816.07
1/19/2014,10311500000,839.66
1/20/2014,10704800000,871.39
1/21/2014,10687700000,869.65
1/22/2014,10661400000,867.21
1/23/2014,10398000000,845.46
1/24/2014,10118400000,822.43
1/25/2014,9799920000,796.24
1/26/2014,10510400000,853.68
1/27/2014,10894400000,884.6
1/28/2014,9535950000,774.02
1/29/2014,9981850000,809.96
1/30/2014,10182900000,826.02
1/31/2014,10092900000,818.43
2/1/2014,10222300000,828.61
2/2/2014,10279200000,832.9
2/3/2014,10174100000,824.08
2/4/2014,10174000000,823.77
2/5/2014,10254100000,829.96
2/6/2014,10079900000,815.59
2/7/2014,9683190000,783.2
2/8/2014,8651930000,699.57
2/9/2014,8307340000,671.46
2/10/2014,8431680000,681.32
2/11/2014,8461320000,683.5
2/12/2014,8326420000,672.38
2/13/2014,8065550000,651.08
2/14/2014,7449940000,601.17
2/15/2014,8193290000,660.9
2/16/2014,8077340000,651.3
2/17/2014,7620580000,614.23
2/18/2014,7783430000,627.16
2/19/2014,7771210000,625.97
2/20/2014,7738580000,623.09
2/21/2014,6918730000,556.88
2/22/2014,7136600000,574.24
2/23/2014,7539890000,606.47
2/24/2014,7537080000,606.04
2/25/2014,6721330000,540.24
2/26/2014,6683680000,537.04
2/27/2014,7241560000,581.65
2/28/2014,7219990000,579.7
3/1/2014,6851590000,549.92
3/2/2014,7069290000,567.23
3/3/2014,7013060000,562.56
3/4/2014,8332950000,668.24
3/5/2014,8310510000,666.24
3/6/2014,8291650000,664.52
3/7/2014,8291900000,664.31
3/8/2014,7862010000,629.66
3/9/2014,7697910000,616.31
3/10/2014,7950820000,636.33
3/11/2014,7848450000,627.95
3/12/2014,7900600000,631.91
3/13/2014,7924860000,633.62
3/14/2014,7983980000,638.14
3/15/2014,7876360000,629.37
3/16/2014,7968200000,636.5
3/17/2014,7901040000,630.92
3/18/2014,7789810000,621.84
3/19/2014,7692450000,613.9
3/20/2014,7642910000,609.75
3/21/2014,7376710000,588.29
3/22/2014,7164770000,571.18
3/23/2014,7099230000,565.76
3/24/2014,7061380000,562.51
3/25/2014,7346810000,585.03
3/26/2014,7329720000,583.48
3/27/2014,7291520000,580.26
3/28/2014,5997850000,477.14
3/29/2014,6308890000,501.71
3/30/2014,6193560000,492.37
3/31/2014,5816910000,462.3
4/1/2014,5752280000,457
4/2/2014,6032970000,479.14
4/3/2014,5497550000,436.44
4/4/2014,5615980000,445.66
4/5/2014,5630890000,446.68
4/6/2014,5843670000,463.4
4/7/2014,5821160000,461.47
4/8/2014,5648000000,447.61
4/9/2014,5719730000,453.18
4/10/2014,5583670000,442.26
4/11/2014,4593400000,363.71
4/12/2014,5317310000,420.89
4/13/2014,5326230000,421.46
4/14/2014,5244350000,414.83
4/15/2014,5797070000,458.37
4/16/2014,6606460000,522.18
4/17/2014,6695650000,529.07
4/18/2014,6276700000,495.8
4/19/2014,6073340000,479.58
4/20/2014,6356070000,501.75
4/21/2014,6307460000,497.74
4/22/2014,6280640000,495.45
4/23/2014,6192560000,488.36
4/24/2014,6225860000,490.82
4/25/2014,6345230000,500.09
4/26/2014,5860330000,461.7
4/27/2014,5805530000,457.24
4/28/2014,5470650000,430.72
4/29/2014,5590030000,439.98
4/30/2014,5679680000,446.89
5/1/2014,5690670000,447.63
5/2/2014,5816390000,457.36
5/3/2014,5716960000,449.4
5/4/2014,5580030000,438.52
5/5/2014,5534140000,434.78
5/6/2014,5517460000,433.36
5/7/2014,5468310000,429.34
5/8/2014,5588990000,438.68
5/9/2014,5609930000,440.18
5/10/2014,5742830000,450.46
5/11/2014,5789010000,453.92
5/12/2014,5591520000,438.3
5/13/2014,5634510000,441.53
5/14/2014,5624310000,440.59
5/15/2014,5671210000,444.14
5/16/2014,5714640000,447.39
5/17/2014,5725990000,448.12
5/18/2014,5735400000,448.7
5/19/2014,5703760000,446.08
5/20/2014,5708560000,446.31
5/21/2014,6215880000,485.8
5/22/2014,6297990000,492.05
5/23/2014,6731160000,525.72
5/24/2014,6673600000,521.05
5/25/2014,6729120000,525.23
5/26/2014,7322870000,571.39
5/27/2014,7468620000,582.59
5/28/2014,7333770000,571.91
5/29/2014,7392820000,576.33
5/30/2014,7290240000,568.18
5/31/2014,7902400000,615.69
6/1/2014,8007450000,623.69
6/2/2014,8086630000,629.64
6/3/2014,8486730000,660.55
6/4/2014,8569660000,666.77
6/5/2014,8242230000,641.07
6/6/2014,8478870000,659.28
6/7/2014,8407050000,653.52
6/8/2014,8428530000,654.99
6/9/2014,8439070000,655.64
6/10/2014,8369550000,650.04
6/11/2014,8412780000,653.19
6/12/2014,8160590000,633.43
6/13/2014,7548170000,585.7
6/14/2014,7744580000,600.75
6/15/2014,7427200000,575.93
6/16/2014,7645650000,592.65
6/17/2014,7634710000,591.59
6/18/2014,7872150000,609.77
6/19/2014,7852650000,608.07
6/20/2014,7717370000,597.4
6/21/2014,7672030000,593.68
6/22/2014,7703560000,595.9
6/23/2014,7787160000,602.16
6/24/2014,7683850000,593.97
6/25/2014,7529260000,581.81
6/26/2014,7329110000,566.14
6/27/2014,7527840000,581.3
6/28/2014,7761630000,599.08
